date,average_price,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,type,year,region
5/14/17,1.62,69358.17,3417.56,21230.05,251.83,44458.73,22549.94,21908.79,0,organic,2017,Plains
5/14/17,0.92,6551804,3340446.93,1114123.07,22104.73,2075129.27,1494262.46,545591.74,35275.07,conventional,2017,South Central
5/14/17,1.46,142740.06,30921.33,12795.99,0,99022.74,93390.04,5632.7,0,organic,2017,South Central
5/14/17,1.36,3560841.76,1996527.25,387915.89,8542.18,1167856.44,781111.52,343498.72,43246.2,conventional,2017,Southeast
5/14/17,1.78,69261.08,17886.01,19384.39,355.06,31635.62,15349.13,16286.49,0,organic,2017,Southeast
5/14/17,1.01,7143624.99,2613704.06,1377670.83,132186.47,3020063.63,2092575.26,923467.38,4020.99,conventional,2017,West
5/14/17,1.1,446864.94,64155.43,54107.85,268.13,328333.53,160414.47,167919.06,0,organic,2017,West
5/21/17,1.35,5599003.03,2077113.57,1627754.26,137755.31,1756379.89,1685046.63,3942.61,67390.65,conventional,2017,California
5/21/17,1.78,183083.69,28908.03,67866.42,7.8,86301.44,86037.36,264.08,0,organic,2017,California
5/21/17,1.34,3415474.26,605625.06,1302177.14,268428.07,1239243.99,750032.2,434987.85,54223.94,conventional,2017,Great Lakes
5/21/17,1.59,150790.27,3228.65,74837.07,0,72724.55,26525.38,46199.17,0,organic,2017,Great Lakes
5/21/17,1.34,3232304.82,740206.13,1308057.07,32390.63,1151650.99,953595.56,193338.02,4717.41,conventional,2017,Midsouth
5/21/17,1.9,116849.77,3719.26,48346.59,1603.39,63180.53,35445.81,27734.72,0,organic,2017,Midsouth
5/21/17,1.66,4110305.09,302107.66,2678109.07,15192.54,1114895.82,951882.76,160311.39,2701.67,conventional,2017,Northeast
5/21/17,2.15,186553.95,10974.59,44591.68,1425.74,129561.94,120158.47,9403.47,0,organic,2017,Northeast
5/21/17,1.33,1840889.79,832263.81,420870.92,7303.17,580451.89,534882.58,31630.61,13938.7,conventional,2017,Plains
5/21/17,1.57,85984.55,4614.96,33738.22,778.72,46852.65,22566.48,24286.17,0,organic,2017,Plains
5/21/17,0.94,6084796.99,3262539.84,1043850.3,20820.97,1757585.88,1269469.83,460424.96,27691.09,conventional,2017,South Central
5/21/17,1.45,147667.8,31741.16,14655.16,0,101271.48,96031.26,5240.22,0,organic,2017,South Central
5/21/17,1.38,3609377.95,2047913.44,423449.51,7101.98,1130913.02,714273.47,375844.67,40794.88,conventional,2017,Southeast
5/21/17,1.67,87299.49,11348.27,19091.4,257.81,56602.01,29557.75,27044.26,0,organic,2017,Southeast
5/21/17,1.06,6505499.28,2253179.19,1408963.68,132610.9,2710745.51,1649259.2,1058205.12,3281.19,conventional,2017,West
5/21/17,1.52,252331.06,72450.49,48371.97,249.55,131259.05,19903.15,111355.9,0,organic,2017,West
5/28/17,1.32,6160751.92,2307940.04,1793496.44,153502.24,1905813.2,1829396.11,3223.85,73193.24,conventional,2017,California
5/28/17,1.76,197588.64,31705.67,68967.28,12.52,96903.17,96713.71,189.46,0,organic,2017,California
5/28/17,1.37,3562841.46,580440.94,1365403.08,269625.44,1347372,776304.5,523114.36,47953.14,conventional,2017,Great Lakes
5/28/17,1.72,160659.8,3907.75,78127.32,0,78624.73,32403.8,46220.93,0,organic,2017,Great Lakes
5/28/17,1.38,3380161.63,750399.45,1352784.05,35153.44,1241824.69,1002083.8,230580.56,9160.33,conventional,2017,Midsouth
5/28/17,1.91,129046.19,4061.5,52094.56,1610.71,71279.42,36140.3,35139.12,0,organic,2017,Midsouth
5/28/17,1.71,4529672.68,265254.03,2874935.5,14156.23,1375326.92,1067433.44,283132.09,24761.39,conventional,2017,Northeast
5/28/17,2.18,194487.92,11400.57,47209.92,636.96,135240.47,124037.53,11202.94,0,organic,2017,Northeast
5/28/17,1.38,1975524.7,833904.89,499191.31,10560.99,631867.51,584294.01,29543.77,18029.73,conventional,2017,Plains
5/28/17,1.63,71551.35,3682.02,22151.54,194.47,45523.32,24299.08,21224.24,0,organic,2017,Plains
5/28/17,0.96,6549043.84,3495036.65,1267551.42,27015.73,1759440.04,1322192.06,405650.84,31597.14,conventional,2017,South Central
5/28/17,1.19,187973.68,32930.32,18293.4,0,136749.96,131941.91,4808.05,0,organic,2017,South Central
5/28/17,1.38,3916908.69,2252109.64,450910.1,5062.46,1208826.49,789659.56,371172.96,47993.97,conventional,2017,Southeast
5/28/17,1.81,84319.76,11588.66,17819.29,279.21,54632.6,29944.08,24688.52,0,organic,2017,Southeast
5/28/17,1.07,6955988.8,2356866.57,1328698.82,158308.24,3112115.17,1940875.89,1167041,4198.28,conventional,2017,West
5/28/17,1.48,276578.14,64107.88,52767.88,461.27,159241.11,22367.6,136873.51,0,organic,2017,West
6/4/17,1.2,6507093.57,2378539.46,1580024.38,141320.44,2407209.29,2348867.54,4428.25,53913.5,conventional,2017,California
6/4/17,1.64,206419.24,31578.61,80018.8,12.42,94809.41,94661.56,147.85,0,organic,2017,California
6/4/17,1.33,3649478.04,559144.79,1336833.13,287895.63,1465604.49,858903.25,564981.58,41719.66,conventional,2017,Great Lakes
6/4/17,1.69,156456.85,4036.03,78626.62,4.84,73789.36,27335.55,46453.81,0,organic,2017,Great Lakes
6/4/17,1.43,3212276.31,699461.68,1357927.08,31609.48,1123278.07,916401.72,187872.39,19003.96,conventional,2017,Midsouth
6/4/17,1.85,127811.15,3976.74,55615.87,1415.12,66803.42,33346.76,33456.66,0,organic,2017,Midsouth
6/4/17,1.74,4096560.83,241585.33,2718513.23,12943.73,1123518.54,923263.95,179473.2,20781.39,conventional,2017,Northeast
6/4/17,2,251838.53,28716.42,70360.01,1020.12,151741.98,139084.38,12657.6,0,organic,2017,Northeast
6/4/17,1.31,2136102.71,958508.87,499135.71,11013.14,667444.99,620312.74,35312.21,11820.04,conventional,2017,Plains
6/4/17,1.62,73160.65,4101.74,21665.84,57.86,47335.21,25286.63,22048.58,0,organic,2017,Plains
6/4/17,0.93,6585882.05,3465782.2,1015653.58,20437.22,2084009.05,1636585.91,413725.96,33697.18,conventional,2017,South Central
6/4/17,1.13,197098.71,34348.51,14133.82,0,148616.38,143879.62,4736.76,0,organic,2017,South Central
6/4/17,1.34,4237221.91,2520206.31,473205.61,4226.6,1239583.39,719958.99,474483.44,45140.96,conventional,2017,Southeast
6/4/17,1.82,77032.09,12332.67,16277.88,208.25,48213.29,30135.45,18077.84,0,organic,2017,Southeast
6/4/17,1.07,6927745.15,2425106.14,1176272.52,157620.26,3168746.23,2078712.99,1085987.41,4045.83,conventional,2017,West
6/4/17,1.52,263143.18,46575.21,50359.11,146.97,166061.89,31550.55,134511.34,0,organic,2017,West
6/11/17,1.22,6177216.24,2302944.62,1517908.04,188258.15,2168105.43,2095827.24,5598.97,66679.22,conventional,2017,California
6/11/17,1.79,179141.21,32283.4,64309.03,6.18,82542.6,82388.73,153.87,0,organic,2017,California
6/11/17,1.27,3714237.95,596035.19,1338515.62,248948.07,1530739.07,867501.26,619111.8,44126.01,conventional,2017,Great Lakes
6/11/17,1.13,261363.34,3502.12,79186.28,4.83,178670.11,16845.36,161824.75,0,organic,2017,Great Lakes
6/11/17,1.34,3150788.24,640517.27,1365909.57,31604.96,1112756.44,900866.53,167944.28,43945.63,conventional,2017,Midsouth
6/11/17,1.61,150302.38,3919.7,51398.57,1205.25,93778.86,45391.71,48387.15,0,organic,2017,Midsouth
6/11/17,1.68,4060850.93,246826.64,2632016.93,13643.55,1168363.81,778716.02,350202.79,39445,conventional,2017,Northeast
6/11/17,2.26,191985.27,13018.96,48648.68,1883.32,128434.31,116899.45,11534.86,0,organic,2017,Northeast
6/11/17,1.31,2120488.01,948624.24,478847.61,7878.02,685138.14,642268.81,27923.27,14946.06,conventional,2017,Plains
6/11/17,1.63,71995.22,7271.57,21569.39,118.23,43036.03,20516.93,22519.1,0,organic,2017,Plains
6/11/17,0.93,6526488.94,3540683.7,1042887.71,21574.2,1921343.33,1496503.74,401617.34,23222.25,conventional,2017,South Central
6/11/17,1.17,183857.14,38447.04,9085.51,0,136324.59,122121.81,14202.78,0,organic,2017,South Central
6/11/17,1.33,4151016.69,2451659.18,483092.03,4402.35,1211863.13,691324.55,449983.89,70554.69,conventional,2017,Southeast
6/11/17,1.43,98734.76,9471.52,17769.48,195.84,71297.92,34473.25,36824.67,0,organic,2017,Southeast
6/11/17,1.02,7138766.83,2763254.66,1231683.94,132101.6,3011726.63,1900413.66,1106330.85,4982.12,conventional,2017,West
6/11/17,1.59,260068.85,52927.66,47810.13,209.8,159121.26,29519.07,129602.19,0,organic,2017,West
6/18/17,1.2,6599048.85,2691571.96,1650089.15,191313.38,2066074.36,1989158.83,5912.72,71002.81,conventional,2017,California
6/18/17,1.78,181725.85,32417.62,60616.15,0,88692.08,82117.33,6574.75,0,organic,2017,California
6/18/17,1.12,4668135.31,707122.82,1685604.76,403401.16,1872006.57,1345931,448086.41,77989.16,conventional,2017,Great Lakes
6/18/17,1.56,148060.59,3126.38,73192.35,0,71741.86,11087.54,60654.32,0,organic,2017,Great Lakes
6/18/17,1.34,3032871.22,600416.38,1348477.92,28997.27,1054979.65,909822.8,107064.11,38092.74,conventional,2017,Midsouth
6/18/17,1.73,127794.36,3304.26,56369.25,1270.6,66850.25,36430.85,30419.4,0,organic,2017,Midsouth
6/18/17,1.68,3945270.4,237156.76,2668419.58,20366.86,1019327.2,765706,209441.36,44179.84,conventional,2017,Northeast
6/18/17,1.98,307563.37,45284.06,123914.52,265.91,138098.88,124213.2,13885.68,0,organic,2017,Northeast
6/18/17,1.35,1993421.09,812644.07,464271.97,7538.35,708966.7,653169.34,34954.01,20843.35,conventional,2017,Plains
6/18/17,1.56,79491.78,4541.23,31669.43,267.93,43013.19,20340.83,22672.36,0,organic,2017,Plains
6/18/17,0.89,7417264.07,3419006.86,1543629.57,28126.85,2426500.79,1501763.36,923549.91,1187.52,conventional,2017,South Central
6/18/17,1.27,149975.22,38471.13,9716.75,0,101787.34,94445.95,7341.39,0,organic,2017,South Central
6/18/17,1.35,3404457.77,1995540.97,416295.25,3535.91,989085.64,546899.52,350819.45,91366.67,conventional,2017,Southeast
6/18/17,1.77,94314.28,4845.97,38181.12,176.3,51110.89,34664.22,16446.67,0,organic,2017,Southeast
6/18/17,1.02,7187200.64,2511913.67,1422660.4,123827.42,3128799.15,1938407.82,1187663.27,2728.06,conventional,2017,West
6/18/17,1.68,215628.86,37443.94,48934.78,159.38,129090.76,31850.15,97240.61,0,organic,2017,West
6/25/17,1.15,6999255.87,2706875.38,1977949.64,191069.11,2123361.74,2061235.1,5202.82,56923.82,conventional,2017,California
6/25/17,1.66,167931.62,23367.89,53252.13,0,91311.6,89270.67,2040.93,0,organic,2017,California
6/25/17,1.15,3938985.06,718886.46,1270259.61,253074.81,1696764.18,1090179.55,563107.77,43476.86,conventional,2017,Great Lakes
6/25/17,1.59,130430.6,2504.36,60395.45,3.23,67527.56,10039.5,57488.06,0,organic,2017,Great Lakes
6/25/17,1.27,3147519.14,673327.18,1319522.05,27318.06,1127351.85,903265.11,187611.42,36475.32,conventional,2017,Midsouth
6/25/17,1.75,125035.1,2567.52,50700.82,1147.57,70619.19,38193.8,32425.39,0,organic,2017,Midsouth
6/25/17,1.54,4121661.3,232666.83,2909813.43,25224.18,953956.86,686928.3,215092.27,51936.29,conventional,2017,Northeast
6/25/17,2.26,181964.19,8675.31,45535.71,1086.85,126666.32,115565.9,11100.42,0,organic,2017,Northeast
6/25/17,1.35,2035318.57,790697.35,562376.12,10764.95,671480.15,633187.99,29126.86,9165.3,conventional,2017,Plains
6/25/17,1.56,65066.62,3136.16,19656.54,112.27,42161.65,18213.76,23947.89,0,organic,2017,Plains
6/25/17,0.92,6466429.64,3274928.07,1121983.76,16796.23,2052721.58,1518938.69,530616.8,3166.09,conventional,2017,South Central
6/25/17,1.36,130227.23,48461.43,6365.33,0,75400.47,69874.51,5525.96,0,organic,2017,South Central
6/25/17,1.28,3666944.13,2101935.63,442822.73,3465.07,1118720.7,612556.65,434645.54,71518.51,conventional,2017,Southeast
6/25/17,1.67,111509.08,4346.4,37186.27,153.28,69823.13,40703.91,29119.22,0,organic,2017,Southeast
6/25/17,1.05,6929193.97,2401714.73,1201234.39,128253.56,3197991.29,1956121.79,1236850.44,5019.06,conventional,2017,West
6/25/17,1.93,188845.44,30258.04,67981.62,110.31,90495.47,30115.47,60380,0,organic,2017,West
7/2/17,1.28,6607292.61,2527123.67,1942683.02,224121.48,1913364.44,1844798.2,4337.49,64228.75,conventional,2017,California
7/2/17,1.73,163970.9,20969.94,58901.69,9.35,84089.92,83873.31,216.61,0,organic,2017,California
7/2/17,1.18,4250394.01,740503.01,1423924.97,356791.68,1729174.35,1157601.31,485376.01,86197.03,conventional,2017,Great Lakes
7/2/17,1.58,169966.3,3073.22,71442.71,0,95450.37,20059.86,75390.51,0,organic,2017,Great Lakes
7/2/17,1.26,3218961.84,663114.75,1257956.68,30426.63,1267463.78,1026992.74,187005.45,53465.59,conventional,2017,Midsouth
7/2/17,1.78,120458.72,2774.67,52195.81,1321.72,64166.52,34038.53,30127.99,0,organic,2017,Midsouth
7/2/17,1.63,4035234.26,242271.89,2580466.19,39314.57,1173181.61,762656.42,355666.02,54859.17,conventional,2017,Northeast
7/2/17,2.29,170194.95,8951.42,43472.34,1596.01,116175.18,106878.45,9296.73,0,organic,2017,Northeast
7/2/17,1.31,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29,conventional,2017,Plains
7/2/17,1.55,59145.56,1399.43,20993.46,54.01,36698.66,17049.24,19649.42,0,organic,2017,Plains
7/2/17,0.92,6675892.1,3159081.46,1239433.34,25461.72,2251915.58,1790494.11,457729.03,3692.44,conventional,2017,South Central
7/2/17,1.17,169099.91,41073.19,5504.69,0,122522.03,118293.26,4228.77,0,organic,2017,South Central
7/2/17,1.33,3979264.02,2219034.51,549006.94,4778.63,1206443.94,676830.5,437058.12,92555.32,conventional,2017,Southeast
7/2/17,1.8,108360.53,4302.01,40687.72,250.51,63120.29,45687.72,17432.57,0,organic,2017,Southeast
7/2/17,1.07,7020076.49,2270834.48,1330339,150862.92,3268040.09,2074185.51,1185728.1,8126.48,conventional,2017,West
7/2/17,1.88,212196.16,45612.22,67692.06,162.23,98729.65,34000.74,64728.91,0,organic,2017,West
7/9/17,1.28,6499668.48,2634902.26,1818682.87,207945.39,1838137.96,1767976.83,5214.88,64946.25,conventional,2017,California
7/9/17,1.62,169101.22,18593.36,54586.32,4.68,95916.86,95826.72,90.14,0,organic,2017,California
7/9/17,1.2,4104371.46,695313.32,1385858.46,373472.43,1649727.25,1093507.57,476444.72,79774.96,conventional,2017,Great Lakes
7/9/17,1.62,153380.48,3853.72,70843.63,0,78683.13,14008.38,64674.75,0,organic,2017,Great Lakes
7/9/17,1.29,3173372.45,643600.31,1287442.95,27337.2,1214991.99,969121.67,191301.87,54568.45,conventional,2017,Midsouth
7/9/17,1.88,109427.64,3114.64,50540.83,1282.83,54489.34,35708.96,18780.38,0,organic,2017,Midsouth
7/9/17,1.58,4406341.73,289590.47,2850917.36,25597.43,1240236.47,1034138.98,140035.79,66061.7,conventional,2017,Northeast
7/9/17,2.31,160288.02,6638.91,35153.51,1626.85,116868.75,104841.75,12027,0,organic,2017,Northeast
7/9/17,1.32,2106705.01,785869.03,554318.38,45371.29,721146.31,710273.4,5457.82,5415.09,conventional,2017,Plains
7/9/17,1.62,63609.57,2420.11,23093.17,61.27,38035.02,18331.46,19703.56,0,organic,2017,Plains
7/9/17,0.86,7194967.49,3208920.88,1183761.98,19559.17,2782725.46,2120458.99,656778.35,5488.12,conventional,2017,South Central
7/9/17,1.13,180648.11,35464.23,7272.31,0,137911.57,134528.08,3383.49,0,organic,2017,South Central
7/9/17,1.32,3491991.63,1930025.72,485914.34,4529.63,1071521.94,636669.38,342065.06,92787.5,conventional,2017,Southeast
7/9/17,1.72,90791.94,1959.39,29773.64,249.44,58809.47,46063.02,12746.45,0,organic,2017,Southeast
7/9/17,0.95,8389918.04,2821722.16,1464321.92,118151.88,3985722.08,2780258.77,1200981.9,4481.41,conventional,2017,West
7/9/17,1.85,203127.73,36979.31,62194.83,199.61,103753.98,36610.96,67143.02,0,organic,2017,West
7/16/17,1.49,5405190.35,2319570.09,1821613.01,178446.19,1085561.06,1007608.04,22434.17,55518.85,conventional,2017,California
7/16/17,2.14,127255.55,18861.09,52718.44,9.36,55666.66,55588.67,77.99,0,organic,2017,California
7/16/17,1.38,3372297.92,613737.91,1337473.31,342667.93,1078418.77,686341.95,302794.91,89281.91,conventional,2017,Great Lakes
7/16/17,1.64,209543.04,4180.21,76793.36,0,124683.37,79403.55,45279.82,0,organic,2017,Great Lakes
7/16/17,1.34,2827404.11,566734.82,1217131.68,26712.77,1016824.84,860213.61,122607.37,34003.86,conventional,2017,Midsouth
7/16/17,1.69,140880.73,2458.19,44872.35,1239.5,92310.69,78625.54,13685.15,0,organic,2017,Midsouth
7/16/17,1.5,4180237.98,266663.37,2858828.89,30721.99,1024023.73,850086.41,138210.65,35726.67,conventional,2017,Northeast
7/16/17,1.66,240537.76,12309.73,34479.02,2085.77,191663.24,178777.51,12885.73,0,organic,2017,Northeast
7/16/17,1.38,1843260.04,662783.83,595296.48,28026.13,557153.6,485370.12,50390.43,21393.05,conventional,2017,Plains
7/16/17,1.82,64457.41,3175.66,24288.09,28.46,36912.55,25384.46,11528.09,0,organic,2017,Plains
7/16/17,1.02,5780893.13,2730101.66,1369045.96,19641.56,1662103.95,1083666.18,557527.48,20910.29,conventional,2017,South Central
7/16/17,1.46,144301.93,31546.7,5690.47,0,107064.76,105059.9,2004.86,0,organic,2017,South Central
7/16/17,1.36,3516276.38,2006796.85,518858.64,4070.44,986550.45,596733.72,324532.55,65284.18,conventional,2017,Southeast
7/16/17,1.78,70097.22,1230.72,21752.43,156.17,46957.9,40900.26,6057.64,0,organic,2017,Southeast
7/16/17,1.28,5529487.17,1989077.36,1484596.99,125816.11,1929996.71,944879.43,980887.97,4229.31,conventional,2017,West
7/16/17,2.22,151281.1,20505.23,50838.62,1247.45,78689.8,32458.05,46231.75,0,organic,2017,West
7/23/17,1.46,5188483.1,2201004.96,1738865.16,151424.79,1097188.19,1018813.29,20424.08,57950.82,conventional,2017,California
7/23/17,2.17,128480.81,20884.31,52053.33,4.67,55538.5,55471.46,67.04,0,organic,2017,California
7/23/17,1.47,3014558.52,557159.67,1180490.16,267511.89,1009396.8,647895.99,296531.31,64969.5,conventional,2017,Great Lakes
7/23/17,1.68,208558.03,3639.54,80400.82,4.82,124204.92,72148.53,52056.39,0,organic,2017,Great Lakes
7/23/17,1.34,2886538.37,613826.71,1240751.66,26154.28,1005805.72,861274.69,114928.95,29602.08,conventional,2017,Midsouth
7/23/17,1.57,176562.15,2368.63,49706.22,1106.94,123369.31,103897.97,19471.34,0,organic,2017,Midsouth
7/23/17,1.46,4222039.27,235858.72,2896879.68,22482.01,1066818.86,887134.17,149980.19,29704.5,conventional,2017,Northeast
7/23/17,1.63,272856.18,8003.45,34071.85,1137.51,229643.37,203830.16,25813.21,0,organic,2017,Northeast
7/23/17,1.39,1854451.3,719912.1,594292.4,11924.17,528322.63,466178.48,46069.1,16075.05,conventional,2017,Plains
7/23/17,1.72,55116.84,2277.34,15728.39,16.57,37094.54,27524.59,9569.95,0,organic,2017,Plains
7/23/17,1.05,5550586.51,2881726.68,1185462.48,16702.54,1466694.81,1013213.46,427812.72,25668.63,conventional,2017,South Central
7/23/17,1.52,131449.42,45346.41,6099.91,0,80003.1,78170.25,1832.85,0,organic,2017,South Central
7/23/17,1.36,3580363.85,2109070.98,533696.3,3991.94,933604.63,523093.86,346162.09,64348.68,conventional,2017,Southeast
7/23/17,1.72,78813.04,1465.16,21646.39,186.22,55515.27,47328.82,8186.45,0,organic,2017,Southeast
7/23/17,1.18,6311280.51,2072496.16,1969142.59,112050.77,2157590.99,916284.35,1234707.82,6598.82,conventional,2017,West
7/23/17,2.16,162321.68,29482.82,57477.12,1244.18,74117.56,36399.26,37715.36,2.94,organic,2017,West
7/30/17,1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,conventional,2017,California
7/30/17,2.14,113903.29,15243.52,40785.21,0,57874.56,57767.34,107.22,0,organic,2017,California
7/30/17,1.44,3127451.33,628374.02,1159890.3,265494.92,1073692.09,685116.12,335733.79,52842.18,conventional,2017,Great Lakes
7/30/17,1.65,178141.22,3482.46,65083.8,0,109284.6,76778.61,32505.99,0,organic,2017,Great Lakes
7/30/17,1.34,2817091.62,613040.11,1200263.6,26106.33,977681.58,833164.8,126121.45,18395.33,conventional,2017,Midsouth
7/30/17,1.68,143256.61,3072.11,44213.86,991.22,94976.86,80259.26,14717.6,0,organic,2017,Midsouth
7/30/17,1.49,4018833.97,232617.59,2705082.88,15289.08,1065844.42,931973.3,119001.73,14869.39,conventional,2017,Northeast
7/30/17,1.74,214612.36,5868.8,30074.75,259.43,178409.38,153830.81,24578.57,0,organic,2017,Northeast
7/30/17,1.46,1718325.16,669232.81,557504.83,11639.77,479947.75,430060.41,37912.23,11975.11,conventional,2017,Plains
7/30/17,1.73,59314.22,1456.22,16781.86,45.32,41030.82,31277.63,9753.19,0,organic,2017,Plains
7/30/17,1.06,5548390.24,2922902.49,1156832.81,15183.9,1453471.04,1010568.54,424211.45,18691.05,conventional,2017,South Central
7/30/17,1.52,124143.15,34533.3,4894.84,0,84715.01,82561.9,2153.11,0,organic,2017,South Central
7/30/17,1.38,3266646.69,1874296.82,498800.91,3558.7,889990.26,525044.69,321214.36,43731.21,conventional,2017,Southeast
7/30/17,1.63,77530.96,1310.67,17344.96,138.42,58736.91,51428.61,7308.3,0,organic,2017,Southeast
7/30/17,1.25,5688357.24,1992527.59,1603136.43,106461.23,1986231.99,973013.15,1003906.67,9312.17,conventional,2017,West
7/30/17,2.1,180688.88,35365.17,51355.3,701.35,93267.06,60487.85,32779.21,0,organic,2017,West
8/6/17,1.36,5655955.05,2313742.61,1892140.35,159763.39,1290308.7,1201486.97,30452.62,58369.11,conventional,2017,California
8/6/17,2.18,118098.82,18668.32,42686.77,0,56743.73,55680.44,1063.29,0,organic,2017,California
8/6/17,1.42,3357719.29,574437.85,1199617.75,327392.03,1256271.66,832554.71,340048.81,83668.14,conventional,2017,Great Lakes
8/6/17,1.65,125026.87,3724.58,32794.35,4.87,88319.69,67919.34,20400.35,0,organic,2017,Great Lakes
8/6/17,1.34,2907563.95,601191.03,1272881.65,26753.29,1006737.98,856452.33,122563.55,27722.1,conventional,2017,Midsouth
8/6/17,1.88,147783.08,3190.54,45905.95,871.79,97806.05,86645.75,11160.3,0,organic,2017,Midsouth
8/6/17,1.52,4132666.26,227866.95,2801740,14589.95,1088469.36,891867.29,165243.16,31358.91,conventional,2017,Northeast
8/6/17,1.74,216000.77,6369.3,31343.15,143.23,178145.09,152573.08,25572.01,0,organic,2017,Northeast
8/6/17,1.43,1762012.56,675558.34,580796.32,7231.22,498426.68,440097.5,44108.31,14220.87,conventional,2017,Plains
8/6/17,1.8,68525.6,2462.31,18938.49,31.05,47093.75,34485.91,12607.84,0,organic,2017,Plains
8/6/17,1.03,5882728.51,3063985.05,1282288.49,18165.44,1518289.53,1037654.15,457240.12,23395.26,conventional,2017,South Central
8/6/17,1.48,141584.65,34146.34,4622.76,0,102815.55,101574.31,1241.24,0,organic,2017,South Central
8/6/17,1.41,3282864.06,1799095.92,507685.74,3572.73,972509.67,569390.19,337374.62,65744.86,conventional,2017,Southeast
8/6/17,1.78,64344.45,1389.06,16770.11,186.56,45998.72,42780.02,3218.7,0,organic,2017,Southeast
8/6/17,1.32,5548410.44,2036702.69,1451163.28,107844.51,1952699.96,1060422.56,879238.7,13038.7,conventional,2017,West
8/6/17,2.1,178606.86,42641.59,42953.57,315.01,92696.69,56820.93,35875.76,0,organic,2017,West
8/13/17,1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,conventional,2017,California
8/13/17,2.21,139016.53,27834.92,44902.56,0,66279.05,66110.1,168.95,0,organic,2017,California
8/13/17,1.57,2971011.18,504445.27,1051826.5,264838.37,1149901.04,733843.21,352853.24,63204.59,conventional,2017,Great Lakes
8/13/17,1.54,129785.91,3726.68,29839.21,8.09,96034.06,86209.28,9824.78,0,organic,2017,Great Lakes
8/13/17,1.37,2902604.84,595916.46,1267014.94,25765.18,1013908.26,836575.7,148877.99,28454.57,conventional,2017,Midsouth
8/13/17,1.85,129688.16,2791.66,38100,837.16,87959.34,85427.32,2532.02,0,organic,2017,Midsouth
8/13/17,1.49,4323440.02,235128.9,2842288.75,13705.7,1232316.67,1008008.74,194459.03,29848.9,conventional,2017,Northeast
8/13/17,1.85,200716.07,7031.08,35496.01,220.3,157968.68,146634.24,11334.44,0,organic,2017,Northeast
8/13/17,1.43,1739844.71,649275.23,609832.36,6243.42,474493.7,424441.48,35663.55,14388.67,conventional,2017,Plains
8/13/17,1.8,68831.83,1263.24,22638.51,57.32,44867.19,33840.62,11026.57,0,organic,2017,Plains
8/13/17,1.05,6058478.32,2794533.52,1399558.46,22466.02,1841920.32,940654.23,893304.81,7961.28,conventional,2017,South Central
8/13/17,1.52,112607.87,26288.07,4083.7,0,82236.1,81577.02,659.08,0,organic,2017,South Central
8/13/17,1.42,3654633.49,1989685.69,556375.02,3729.01,1104843.77,607668.91,425033,72141.86,conventional,2017,Southeast
8/13/17,1.85,76353.2,2129.87,17537.18,183.1,56503.05,56394.33,108.72,0,organic,2017,Southeast
8/13/17,1.34,5304873.15,1837007.78,1348037.98,97902.68,2021924.71,975913.29,1035878.35,10133.07,conventional,2017,West
8/13/17,2.24,157709.51,26941.72,37508.97,108.24,93150.58,56351.71,36794.47,4.4,organic,2017,West
8/20/17,1.64,4524974.68,1995269.12,1293180.21,165218.13,1071307.22,986592.65,33841.83,50872.74,conventional,2017,California
8/20/17,2.37,140365.99,28993.37,44771.32,1.57,66599.73,66546.4,53.33,0,organic,2017,California
8/20/17,1.44,3378088.25,666458.42,1089386.32,263855.97,1358387.54,890685.77,410469.94,57231.83,conventional,2017,Great Lakes
8/20/17,1.6,133248.29,3356.9,26728.65,4.85,102918.29,83092.11,19826.18,0,organic,2017,Great Lakes
8/20/17,1.41,2865414.36,613834.15,1140930.95,23579.86,1087069.4,904139.21,145663,37267.19,conventional,2017,Midsouth
8/20/17,2.02,138392,3383.69,40533,660.73,93811.48,84138.69,9672.79,0,organic,2017,Midsouth
8/20/17,1.68,3417507.87,233399.64,2072428.62,7950.27,1103729.34,912290.33,160575.78,30863.23,conventional,2017,Northeast
8/20/17,1.79,251156.79,19480.79,58086.37,153,173436.63,158281.96,15154.67,0,organic,2017,Northeast
8/20/17,1.53,1548298.16,649040.17,436601.26,6025.98,456630.75,417905.99,34478.09,4246.67,conventional,2017,Plains
8/20/17,1.92,64189.39,1398.68,24463.43,114.98,38212.3,28827.29,9385.01,0,organic,2017,Plains
8/20/17,1.06,5412866.59,2733435.14,1013579.35,9937.85,1655914.25,962288.29,683111.22,10514.74,conventional,2017,South Central
8/20/17,1.64,115769.96,29483.18,5017.19,0,81269.59,77509.12,3760.47,0,organic,2017,South Central
8/20/17,1.52,3113164.81,1729866.38,444533.12,3377.63,935387.68,544185.62,352850.68,38351.38,conventional,2017,Southeast
8/20/17,1.96,89270.61,2949.29,23183.75,129.31,63008.26,59685.26,3323,0,organic,2017,Southeast
8/20/17,1.3,5653429.62,1886625.76,1346579.44,101128.66,2319095.76,1219038.28,1090563.92,9493.56,conventional,2017,West
8/20/17,2.46,139145.2,19612.76,39964.08,89.75,79478.61,50741.24,28728.57,8.8,organic,2017,West
