,year,unitid,institution_name,city_txt,state_cd,zip_text,classification_code,classification_name,ef_male_count,ef_female_count,ef_total_count,sector_cd,sector_name,sportscode,sum_partic_men,sum_partic_women,rev_men,rev_women,total_rev_menwomen,exp_men,exp_women,total_exp_menwomen,sports
32123,2016,222983,Austin College,Sherman,TX,75090,6,NCAA Division III with football,610,648,1258,2,"Private nonprofit, 4-year or above",7,107,0,329311,NA,329311,329311,NA,329311,Football
49644,2017,222983,Austin College,Sherman,TX,75090,6,NCAA Division III with football,589,615,1204,2,"Private nonprofit, 4-year or above",7,110,0,324600,NA,324600,324600,NA,324600,Football
67414,2018,222983,Austin College,Sherman,TX,75090,6,NCAA Division III with football,623,652,1275,2,"Private nonprofit, 4-year or above",7,100,0,469709,NA,469709,469709,NA,469709,Football
121369,2019,222983,Austin College,Sherman,TX,75090,6,NCAA Division III with football,619,671,1290,2,"Private nonprofit, 4-year or above",7,101,0,483821,NA,483821,483821,NA,483821,Football
14275,2015,219602,Austin Peay State University,Clarksville,TN,37044,2,NCAA Division I-FCS,2697,4041,6738,1,"Public, 4-year or above",7,102,0,3702559,NA,3702559,3168464,NA,3168464,Football
31737,2016,219602,Austin Peay State University,Clarksville,TN,37044,2,NCAA Division I-FCS,2828,4107,6935,1,"Public, 4-year or above",7,104,0,3584968,NA,3584968,3558683,NA,3558683,Football
49251,2017,219602,Austin Peay State University,Clarksville,TN,37044,2,NCAA Division I-FCS,2857,4199,7056,1,"Public, 4-year or above",7,108,0,4792926,NA,4792926,4007165,NA,4007165,Football
67020,2018,219602,Austin Peay State University,Clarksville,TN,37044,2,NCAA Division I-FCS,2798,4144,6942,1,"Public, 4-year or above",7,112,0,4932208,NA,4932208,4129068,NA,4129068,Football
119883,2019,219602,Austin Peay State University,Clarksville,TN,37044,2,NCAA Division I-FCS,2689,4022,6711,1,"Public, 4-year or above",7,111,0,677704,NA,677704,4601606,NA,4601606,Football
15568,2015,231420,Averett University,Danville,VA,24541,6,NCAA Division III with football,422,426,848,2,"Private nonprofit, 4-year or above",7,142,0,440866,NA,440866,440866,NA,440866,Football
33037,2016,231420,Averett University,Danville,VA,24541,6,NCAA Division III with football,424,404,828,2,"Private nonprofit, 4-year or above",7,142,0,433956,NA,433956,433956,NA,433956,Football
50572,2017,231420,Averett University,Danville,VA,24541,6,NCAA Division III with football,494,396,890,2,"Private nonprofit, 4-year or above",7,139,0,468317,NA,468317,468317,NA,468317,Football
68317,2018,231420,Averett University,Danville,VA,24541,6,NCAA Division III with football,538,392,930,2,"Private nonprofit, 4-year or above",7,158,0,422610,NA,422610,422610,NA,422610,Football
125172,2019,231420,Averett University,Danville,VA,24541,6,NCAA Division III with football,490,378,868,2,"Private nonprofit, 4-year or above",7,139,0,450496,NA,450496,450496,NA,450496,Football
676,2015,109785,Azusa Pacific University,Azusa,CA,917027000,4,NCAA Division II with football,1893,3463,5356,2,"Private nonprofit, 4-year or above",7,116,0,2621964,NA,2621964,2416119,NA,2416119,Football
18023,2016,109785,Azusa Pacific University,Azusa,CA,91702,4,NCAA Division II with football,1803,3456,5259,2,"Private nonprofit, 4-year or above",7,111,0,2842169,NA,2842169,2661899,NA,2661899,Football
35457,2017,109785,Azusa Pacific University,Azusa,CA,91702,4,NCAA Division II with football,1726,3244,4970,2,"Private nonprofit, 4-year or above",7,107,0,2873822,NA,2873822,2688314,NA,2688314,Football
53078,2018,109785,Azusa Pacific University,Azusa,CA,91702,4,NCAA Division II with football,1730,3164,4894,2,"Private nonprofit, 4-year or above",7,115,0,2719567,NA,2719567,2563946,NA,2563946,Football
73167,2019,109785,Azusa Pacific University,Azusa,CA,91702,4,NCAA Division II with football,1541,2862,4403,2,"Private nonprofit, 4-year or above",7,115,0,2542958,NA,2542958,2403267,NA,2403267,Football
11418,2015,201195,Baldwin Wallace University,Berea,OH,440172088,6,NCAA Division III with football,1386,1634,3020,2,"Private nonprofit, 4-year or above",7,132,0,562369,NA,562369,562369,NA,562369,Football
28855,2016,201195,Baldwin Wallace University,Berea,OH,44017,6,NCAA Division III with football,1393,1620,3013,2,"Private nonprofit, 4-year or above",7,174,0,635667,NA,635667,635667,NA,635667,Football
46357,2017,201195,Baldwin Wallace University,Berea,OH,44017,6,NCAA Division III with football,1350,1583,2933,2,"Private nonprofit, 4-year or above",7,149,0,593226,NA,593226,593226,NA,593226,Football
64079,2018,201195,Baldwin Wallace University,Berea,OH,44017,6,NCAA Division III with football,1336,1538,2874,2,"Private nonprofit, 4-year or above",7,155,0,622074,NA,622074,622074,NA,622074,Football
110163,2019,201195,Baldwin Wallace University,Berea,OH,44017,6,NCAA Division III with football,1280,1487,2767,2,"Private nonprofit, 4-year or above",7,160,0,572398,NA,572398,572398,NA,572398,Football
4324,2015,150136,Ball State University,Muncie,IN,47306,1,NCAA Division I-FBS,5993,8634,14627,1,"Public, 4-year or above",7,116,0,7220032,NA,7220032,7220032,NA,7220032,Football
21693,2016,150136,Ball State University,Muncie,IN,47306,1,NCAA Division I-FBS,6144,8874,15018,1,"Public, 4-year or above",7,99,0,7044512,NA,7044512,7044512,NA,7044512,Football
39161,2017,150136,Ball State University,Muncie,IN,47306,1,NCAA Division I-FBS,6190,8938,15128,1,"Public, 4-year or above",7,113,0,7205016,NA,7205016,7205016,NA,7205016,Football
56821,2018,150136,Ball State University,Muncie,IN,47306,1,NCAA Division I-FBS,5922,8662,14584,1,"Public, 4-year or above",7,121,0,7135305,NA,7135305,7135305,NA,7135305,Football
85967,2019,150136,Ball State University,Muncie,IN,47306,1,NCAA Division I-FBS,5892,8856,14748,1,"Public, 4-year or above",7,116,0,7323546,NA,7323546,7323546,NA,7323546,Football
5892,2015,160977,Bates College,Lewiston,ME,4240,6,NCAA Division III with football,884,908,1792,2,"Private nonprofit, 4-year or above",7,66,0,498384,NA,498384,532185,NA,532185,Football
23276,2016,160977,Bates College,Lewiston,ME,4240,6,NCAA Division III with football,881,899,1780,2,"Private nonprofit, 4-year or above",7,68,0,542656,NA,542656,497755,NA,497755,Football
40776,2017,160977,Bates College,Lewiston,ME,4240,6,NCAA Division III with football,882,905,1787,2,"Private nonprofit, 4-year or above",7,67,0,596076,NA,596076,555205,NA,555205,Football
58459,2018,160977,Bates College,Lewiston,ME,4240,6,NCAA Division III with football,920,912,1832,2,"Private nonprofit, 4-year or above",7,76,0,588970,NA,588970,588814,NA,588814,Football
91300,2019,160977,Bates College,Lewiston,ME,4240,6,NCAA Division III with football,914,906,1820,2,"Private nonprofit, 4-year or above",7,69,0,603148,NA,603148,667274,NA,667274,Football
14662,2015,223232,Baylor University,Waco,TX,76798,1,NCAA Division I-FBS,5812,8099,13911,2,"Private nonprofit, 4-year or above",7,120,0,38305937,NA,38305937,29544710,NA,29544710,Football
32132,2016,223232,Baylor University,Waco,TX,76798,1,NCAA Division I-FBS,5915,8172,14087,2,"Private nonprofit, 4-year or above",7,114,0,43223215,NA,43223215,33370976,NA,33370976,Football
49653,2017,223232,Baylor University,Waco,TX,76798,1,NCAA Division I-FBS,5801,8284,14085,2,"Private nonprofit, 4-year or above",7,121,0,41528041,NA,41528041,28188097,NA,28188097,Football
67424,2018,223232,Baylor University,Waco,TX,76798,1,NCAA Division I-FBS,5632,8327,13959,2,"Private nonprofit, 4-year or above",7,118,0,45580767,NA,45580767,30995620,NA,30995620,Football
121407,2019,223232,Baylor University,Waco,TX,76798,1,NCAA Division I-FBS,5521,8236,13757,2,"Private nonprofit, 4-year or above",7,120,0,56561243,NA,56561243,35428721,NA,35428721,Football
6393,2015,164720,Becker College,Worcester,MA,16092165,6,NCAA Division III with football,734,847,1581,2,"Private nonprofit, 4-year or above",7,86,0,188959,NA,188959,188959,NA,188959,Football
23776,2016,164720,Becker College,Worcester,MA,1609,6,NCAA Division III with football,732,832,1564,2,"Private nonprofit, 4-year or above",7,87,0,188726,NA,188726,188745,NA,188745,Football
41282,2017,164720,Becker College,Worcester,MA,1609,6,NCAA Division III with football,728,800,1528,2,"Private nonprofit, 4-year or above",7,85,0,189468,NA,189468,189645,NA,189645,Football
58981,2018,164720,Becker College,Worcester,MA,1609,6,NCAA Division III with football,689,772,1461,2,"Private nonprofit, 4-year or above",7,73,0,186894,NA,186894,190032,NA,190032,Football
92993,2019,164720,Becker College,Worcester,MA,1609,6,NCAA Division III with football,624,697,1321,2,"Private nonprofit, 4-year or above",7,71,0,181956,NA,181956,188945,NA,188945,Football
7877,2015,175421,Belhaven University,Jackson,MS,39202,6,NCAA Division III with football,536,806,1342,2,"Private nonprofit, 4-year or above",7,95,0,1736777,NA,1736777,1726794,NA,1726794,Football
25291,2016,175421,Belhaven University,Jackson,MS,39202,6,NCAA Division III with football,548,775,1323,2,"Private nonprofit, 4-year or above",7,116,0,987317,NA,987317,983412,NA,983412,Football
42792,2017,175421,Belhaven University,Jackson,MS,39202,6,NCAA Division III with football,507,735,1242,2,"Private nonprofit, 4-year or above",7,97,0,889379,NA,889379,865164,NA,865164,Football
60497,2018,175421,Belhaven University,Jackson,MS,39202,6,NCAA Division III with football,473,679,1152,2,"Private nonprofit, 4-year or above",7,90,0,757901,NA,757901,753548,NA,753548,Football
97738,2019,175421,Belhaven University,Jackson,MS,39202,6,NCAA Division III with football,489,667,1156,2,"Private nonprofit, 4-year or above",7,100,0,800857,NA,800857,800857,NA,800857,Football
16441,2015,238333,Beloit College,Beloit,WI,535115595,6,NCAA Division III with football,573,693,1266,2,"Private nonprofit, 4-year or above",7,62,0,296057,NA,296057,296057,NA,296057,Football
33916,2016,238333,Beloit College,Beloit,WI,53511,6,NCAA Division III with football,610,700,1310,2,"Private nonprofit, 4-year or above",7,62,0,316139,NA,316139,316139,NA,316139,Football
51472,2017,238333,Beloit College,Beloit,WI,53511,6,NCAA Division III with football,629,691,1320,2,"Private nonprofit, 4-year or above",7,55,0,313781,NA,313781,313781,NA,313781,Football
69217,2018,238333,Beloit College,Beloit,WI,53511,6,NCAA Division III with football,552,656,1208,2,"Private nonprofit, 4-year or above",7,47,0,303857,NA,303857,303857,NA,303857,Football
128501,2019,238333,Beloit College,Beloit,WI,53511,6,NCAA Division III with football,491,572,1063,2,"Private nonprofit, 4-year or above",7,41,0,342718,NA,342718,342718,NA,342718,Football
7488,2015,173124,Bemidji State University,Bemidji,MN,56601,4,NCAA Division II with football,1560,1810,3370,1,"Public, 4-year or above",7,98,0,832794,NA,832794,832794,NA,832794,Football
24900,2016,173124,Bemidji State University,Bemidji,MN,56601,4,NCAA Division II with football,1579,1821,3400,1,"Public, 4-year or above",7,98,0,1016235,NA,1016235,1016235,NA,1016235,Football
42400,2017,173124,Bemidji State University,Bemidji,MN,56601,4,NCAA Division II with football,1501,1803,3304,1,"Public, 4-year or above",7,98,0,1193890,NA,1193890,1193890,NA,1193890,Football
60102,2018,173124,Bemidji State University,Bemidji,MN,56601,4,NCAA Division II with football,1537,1721,3258,1,"Public, 4-year or above",7,105,0,966491,NA,966491,966491,NA,966491,Football
96450,2019,173124,Bemidji State University,Bemidji,MN,56601,4,NCAA Division II with football,1421,1596,3017,1,"Public, 4-year or above",7,105,0,1066955,NA,1066955,1066955,NA,1066955,Football
13916,2015,217721,Benedict College,Columbia,SC,292041086,4,NCAA Division II with football,1255,1181,2436,2,"Private nonprofit, 4-year or above",7,81,0,1403759,NA,1403759,1349479,NA,1349479,Football
31369,2016,217721,Benedict College,Columbia,SC,29204,4,NCAA Division II with football,1164,1085,2249,2,"Private nonprofit, 4-year or above",7,60,0,1217546,NA,1217546,1123206,NA,1123206,Football
48882,2017,217721,Benedict College,Columbia,SC,29204,4,NCAA Division II with football,1016,1061,2077,2,"Private nonprofit, 4-year or above",7,69,0,1268361,NA,1268361,1128959,NA,1128959,Football
66639,2018,217721,Benedict College,Columbia,SC,29204,4,NCAA Division II with football,1008,1106,2114,2,"Private nonprofit, 4-year or above",7,73,0,1097749,NA,1097749,1008333,NA,1008333,Football
118374,2019,217721,Benedict College,Columbia,SC,29204,4,NCAA Division II with football,891,1121,2012,2,"Private nonprofit, 4-year or above",7,99,0,1042267,NA,1042267,932296,NA,932296,Football
3781,2015,145619,Benedictine University,Lisle,IL,605320900,6,NCAA Division III with football,1213,1520,2733,2,"Private nonprofit, 4-year or above",7,116,0,575818,NA,575818,559293,NA,559293,Football
21151,2016,145619,Benedictine University,Lisle,IL,60532,6,NCAA Division III with football,1202,1485,2687,2,"Private nonprofit, 4-year or above",7,105,0,547730,NA,547730,507533,NA,507533,Football
38606,2017,145619,Benedictine University,Lisle,IL,60532,6,NCAA Division III with football,1096,1369,2465,2,"Private nonprofit, 4-year or above",7,82,0,535298,NA,535298,493864,NA,493864,Football
56263,2018,145619,Benedictine University,Lisle,IL,60532,6,NCAA Division III with football,1076,1288,2364,2,"Private nonprofit, 4-year or above",7,94,0,503759,NA,503759,459562,NA,459562,Football
84027,2019,145619,Benedictine University,Lisle,IL,60532,6,NCAA Division III with football,1006,1123,2129,2,"Private nonprofit, 4-year or above",7,124,0,754898,NA,754898,517036,NA,517036,Football
6406,2015,164739,Bentley University,Waltham,MA,24524705,4,NCAA Division II with football,2425,1651,4076,2,"Private nonprofit, 4-year or above",7,92,0,1163693,NA,1163693,1176939,NA,1176939,Football
23789,2016,164739,Bentley University,Waltham,MA,2452,4,NCAA Division II with football,2409,1667,4076,2,"Private nonprofit, 4-year or above",7,99,0,1180690,NA,1180690,1158702,NA,1158702,Football
41295,2017,164739,Bentley University,Waltham,MA,2452,4,NCAA Division II with football,2424,1687,4111,2,"Private nonprofit, 4-year or above",7,89,0,1401712,NA,1401712,1384280,NA,1384280,Football
58992,2018,164739,Bentley University,Waltham,MA,2452,4,NCAA Division II with football,2461,1650,4111,2,"Private nonprofit, 4-year or above",7,98,0,1483399,NA,1483399,1571711,NA,1571711,Football
93031,2019,164739,Bentley University,Waltham,MA,2452,4,NCAA Division II with football,2432,1676,4108,2,"Private nonprofit, 4-year or above",7,100,0,1470244,NA,1470244,1483156,NA,1483156,Football
3177,2015,139144,Berry College,Mount Berry,GA,30149,6,NCAA Division III with football,790,1284,2074,2,"Private nonprofit, 4-year or above",7,108,0,737094,NA,737094,715798,NA,715798,Football
20541,2016,139144,Berry College,Mount Berry,GA,30149,6,NCAA Division III with football,812,1234,2046,2,"Private nonprofit, 4-year or above",7,121,0,807151,NA,807151,742308,NA,742308,Football
38000,2017,139144,Berry College,Mount Berry,GA,30149,6,NCAA Division III with football,761,1181,1942,2,"Private nonprofit, 4-year or above",7,116,0,938305,NA,938305,812316,NA,812316,Football
55652,2018,139144,Berry College,Mount Berry,GA,30149,6,NCAA Division III with football,738,1160,1898,2,"Private nonprofit, 4-year or above",7,113,0,994987,NA,994987,897890,NA,897890,Football
81838,2019,139144,Berry College,Mount Berry,GA,30149,6,NCAA Division III with football,751,1158,1909,2,"Private nonprofit, 4-year or above",7,114,0,885727,NA,885727,792286,NA,792286,Football
16253,2015,237181,Bethany College,Bethany,WV,26032,6,NCAA Division III with football,416,280,696,2,"Private nonprofit, 4-year or above",7,123,0,445782,NA,445782,445782,NA,445782,Football
33726,2016,237181,Bethany College,Bethany,WV,26032,6,NCAA Division III with football,387,244,631,2,"Private nonprofit, 4-year or above",7,121,0,451275,NA,451275,451275,NA,451275,Football
51281,2017,237181,Bethany College,Bethany,WV,26032,6,NCAA Division III with football,360,233,593,2,"Private nonprofit, 4-year or above",7,115,0,188898,NA,188898,188898,NA,188898,Football
69028,2018,237181,Bethany College,Bethany,WV,26032,6,NCAA Division III with football,332,221,553,2,"Private nonprofit, 4-year or above",7,100,0,258479,NA,258479,258479,NA,258479,Football
127922,2019,237181,Bethany College,Bethany,WV,26032,6,NCAA Division III with football,278,223,501,2,"Private nonprofit, 4-year or above",7,100,0,178204,NA,178204,178204,NA,178204,Football
7510,2015,173160,Bethel University,Saint Paul,MN,55112,6,NCAA Division III with football,923,1449,2372,2,"Private nonprofit, 4-year or above",7,91,0,457904,NA,457904,457904,NA,457904,Football
24922,2016,173160,Bethel University,Saint Paul,MN,551126999,6,NCAA Division III with football,941,1436,2377,2,"Private nonprofit, 4-year or above",7,101,0,533588,NA,533588,533588,NA,533588,Football
